ID,Status,City,State,Zip,Life.hours,Life.No.Call.No.Show,Life.Call.Email.to.miss.shift,Life.Absence,YTD.hours,No.Call.No.Show,Call.Email.to.miss.shift,Absence,MTD.hours,MTD.No.Call.No.Show,MTD.Call.Email.to.miss.shift,MTD.Absence,Date.entered,Start.date,Stop.date,Orientation.Date
1215,Active,Philadelphia,PA,19145,88.25,0,1,1,88.25,0,1,1,7,0,0,0,11-06-2017,11-06-2017,,
1216,Active,Philadelphia,PA,19104,8,0,0,0,0,0,0,0,0,0,0,0,05-08-2017,05-08-2017,,
1217,Active,Feasterville Trevose,PA,19053,24.3333333333,0,0,0,0,0,0,0,0,0,0,0,10-15-2015,10-15-2015,,10-11-2015
1218,Active,Cherry Hill,NJ,8002,16,0,5,5,0,0,0,0,0,0,0,0,05-26-2016,05-26-2016,,
1219,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-09-2017,10-09-2017,,
1220,Active,Philadelphia,PA,19146,2,0,0,0,2,0,0,0,0,0,0,0,09-04-2017,09-04-2017,,
1221,Active,Phila,PA,19130,726.1666666667,0,5,5,53,0,0,0,8.25,0,0,0,05-14-2013,05-14-2013,,05-12-2013
1222,Active,Philadelphia,PA,19128,57.25,0,0,0,23.5,0,0,0,0,0,0,0,04-24-2017,04-24-2017,,
1223,Active,Philadelphia,PA,19148,45.75,0,0,0,0,0,0,0,0,0,0,0,10-29-2012,10-29-2012,,
1224,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-22-2016,10-22-2016,,
1225,Active,Philadelphia,PA,19145,8,0,1,1,4.5,0,0,0,0,0,0,0,11-22-2017,11-22-2017,,
1226,Active,Philadelphia,PA,19128,28,0,0,0,10,0,0,0,0,0,0,0,06-20-2016,06-21-2016,,
1227,Active,Philadelphia,PA,19124,0,0,0,0,0,0,0,0,0,0,0,0,08-04-2017,08-04-2017,,
1228,Active,,PA,19115,292.75,0,0,0,14.25,0,0,0,0,0,0,0,01-21-2015,01-23-2015,,
1229,Active,Philadelphia,PA,19154,0,0,0,0,0,0,0,0,0,0,0,0,08-03-2017,08-03-2017,,
1230,Active,Philadelphia,PA,19116,92.6666666667,0,0,0,64.25,0,0,0,10.25,0,0,0,08-18-2017,08-18-2017,,
1231,Active,Lansdowne,PA,19050,0,0,0,0,0,0,0,0,0,0,0,0,05-10-2017,05-10-2017,,
1232,Active,Philadelphia,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,09-13-2017,09-13-2017,,
1233,Active,Philadelphia,PA,19116,7,0,0,0,7,0,0,0,0,0,0,0,12-09-2016,12-09-2016,,
1234,Active,Philadelphia,PA,19146,239.9166666667,0,0,0,26,0,0,0,0,0,0,0,01-17-2013,01-17-2013,,01-13-2013
1235,Active,Philadelphia,PA,19136,36.5,0,0,0,14,0,0,0,0,0,0,0,07-08-2017,07-08-2017,,
1236,Active,Philadelphia,PA,19144,0,0,1,1,0,0,0,0,0,0,0,0,11-08-2017,11-09-2017,,
1237,Active,,,,6,0,0,0,0,0,0,0,0,0,0,0,11-07-2017,11-07-2017,,
1238,Active,Philadelphia,PA,19135,0,0,0,0,0,0,0,0,0,0,0,0,07-27-2017,07-28-2017,,
1239,Active,Philadelphia,PA,19107,2,0,0,0,0,0,0,0,0,0,0,0,12-18-2017,12-18-2017,,
1240,Active,Elkins Park,PA,19027,0,0,0,0,0,0,0,0,0,0,0,0,07-03-2017,07-03-2017,,
1241,Active,Philadelphia,PA,19147,11,0,0,0,0,0,0,0,0,0,0,0,02-21-2013,02-21-2013,,
1242,Active,Philadelphia,PA,19130,0,0,0,0,0,0,0,0,0,0,0,0,10-09-2017,10-09-2017,,
1243,Active,Philadelphia,PA,19150,14.25,0,4,4,4.25,0,1,1,0,0,0,0,06-09-2016,06-09-2016,,
1244,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,09-29-2017,09-29-2017,,
1245,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,08-09-2017,08-09-2017,,
1246,Active,Philadelphia,PA,19132,17.1666666667,0,2,2,3,0,0,0,0,0,0,0,11-21-2016,11-21-2016,,11-13-2016
1247,Active,Havertown,PA,19083,219.5,0,0,0,55,0,0,0,9.5,0,0,0,03-11-2014,03-11-2014,,
1248,Active,,,,9.5,0,0,0,0,0,0,0,0,0,0,0,10-09-2017,10-09-2017,,
1249,Active,Philadelphia,PA,19128,29,0,0,0,16,0,0,0,3.5,0,0,0,07-17-2014,07-17-2014,,07-09-2014
1250,Active,,PA,,21.0833333333,0,0,0,5.75,0,0,0,0,0,0,0,02-27-2017,02-27-2017,,
1251,Active,Philadelphia,PA,19111,14.5,0,0,0,14.5,0,0,0,0,0,0,0,12-28-2017,12-28-2017,,
1252,Active,Philadelphia,PA,19106,32.6666666667,0,0,0,0,0,0,0,0,0,0,0,04-12-2017,04-12-2017,,
1253,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,12-20-2016,12-20-2016,,
1254,Active,Philadelphia,PA,19154,4.25,0,0,0,0,0,0,0,0,0,0,0,08-10-2017,08-10-2017,,
1255,Active,Philadelphie,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,06-16-2017,06-16-2017,,
1256,Active,Philadelphia,PA,19128,0,0,0,0,0,0,0,0,0,0,0,0,11-08-2017,11-08-2017,,
1257,Active,Philadelphia,PA,19143,216,0,0,0,57.5,0,0,0,2,0,0,0,10-15-2012,10-15-2012,,
1258,Active,Philadelphia,PA,19148,0,1,1,2,0,0,0,0,0,0,0,0,06-19-2014,06-20-2014,,06-18-2014
1259,Active,Philadelphia,PA,19147,18,0,0,0,0,0,0,0,0,0,0,0,05-31-2016,05-31-2016,,09-11-2016
1260,Active,Philadelphia,PA,19139,0,2,0,2,0,0,0,0,0,0,0,0,08-11-2016,08-11-2016,,
1261,Active,Philadelphia,PA,19115,1.75,0,0,0,1.75,0,0,0,0,0,0,0,09-17-2017,09-17-2017,,
1262,Active,Philadelphia,PA,19115,1181.5,0,0,0,147.6666666667,0,0,0,16.75,0,0,0,06-09-2014,06-09-2014,,05-29-2014
1263,Active,Philadelphia,PA,19152,252.7833333333,0,0,0,101.25,0,0,0,15.5,0,0,0,05-31-2016,05-31-2016,,
1264,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,09-21-2017,09-21-2017,,
1265,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,08-29-2017,08-29-2017,,
1266,Active,Philadelphia,PA,19122,1.25,0,0,0,1.25,0,0,0,0,0,0,0,10-23-2017,10-23-2017,,
1267,Active,Philadelphia,PA,19146,17.5,0,0,0,8,0,0,0,0,0,0,0,04-24-2017,04-24-2017,,
1268,Active,Philadelphia,PA,19147,180,0,1,1,0,0,0,0,0,0,0,0,08-20-2014,08-20-2014,,
1269,Active,Philadelphia,PA,19149,38.25,1,1,2,0.75,0,0,0,0,0,0,0,10-08-2012,10-08-2012,,
1270,Active,Horsham,PA,19044,0,0,0,0,0,0,0,0,0,0,0,0,12-03-2017,12-03-2017,,
1271,Active,Philadelphia,PA,19106,14,0,0,0,0,0,0,0,0,0,0,0,05-12-2017,05-12-2017,,
1272,Active,Philadelphia,PA,19147,33,0,0,0,0,0,0,0,0,0,0,0,03-22-2016,03-22-2016,,
1273,Active,Philadelphia,PA,19115,54.0333333333,0,0,0,28.0333333333,0,0,0,7.0333333333,0,0,0,07-21-2016,07-21-2016,,
1274,Active,,,,6,0,0,0,6,0,0,0,0,0,0,0,04-25-2018,04-25-2018,,
1275,Active,Philadelphia,PA,19123,10.0333333333,0,0,0,0,0,0,0,0,0,0,0,10-25-2017,10-25-2017,,
1276,Active,Rockledge,PA,19046,0,0,0,0,0,0,0,0,0,0,0,0,12-30-2017,12-30-2017,,
1277,Active,Bensalem,PA,19020,31.5,0,0,0,31.5,0,0,0,0,0,0,0,12-27-2016,12-27-2016,,
1278,Inactive,philadelphia,PA,19152,45,0,0,0,0,0,0,0,0,0,0,0,11-22-2017,11-22-2017,02-14-2018,12-01-2017
1279,Active,Philadelphia,PA,19107,36.25,0,0,0,2,0,0,0,0,0,0,0,05-24-2016,05-24-2016,,
1280,Active,Drexel Hill,PA,19926,19.25,0,0,0,0,0,0,0,0,0,0,0,05-12-2016,05-13-2016,,05-08-2016
1281,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,12-28-2017,12-28-2017,,
1282,Active,Philadelphia,PA,19103,0,0,0,0,0,0,0,0,0,0,0,0,01-02-2018,01-02-2018,,
1283,Active,,,,6,0,0,0,0,0,0,0,0,0,0,0,10-10-2012,10-10-2012,,
1284,Active,Philadelphia,PA,19106,16.5,0,2,2,3.25,0,1,1,0,0,0,0,06-02-2017,06-03-2017,,
1285,Active,Philadelphia,PA,19130,0,0,0,0,0,0,0,0,0,0,0,0,11-08-2017,11-09-2017,,
1286,Active,Philadelphia,PA,19130,14.25,0,2,2,0,0,0,0,0,0,0,0,10-20-2016,10-20-2016,,
1287,Inactive,Phila,PA,19114,6.3666666667,0,0,0,6.3666666667,0,0,0,0,0,0,0,12-12-2017,12-12-2017,03-13-2018,
1288,Active,Philadelphia,PA,19139,0,0,0,0,0,0,0,0,0,0,0,0,12-03-2017,12-03-2017,,
1289,Active,Philadelphia,PA,19125,13,0,0,0,2,0,0,0,0,0,0,0,11-21-2017,11-21-2017,,11-19-2017
1290,Active,Philadelphia,PA,19107,22.5,0,0,0,8,0,0,0,0,0,0,0,01-19-2017,01-19-2017,,
1291,Active,,,,0,0,1,1,0,0,0,0,0,0,0,0,12-20-2017,12-20-2017,,
1292,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,08-13-2017,08-14-2017,,
1293,Active,Philadekphia,PA,19107,0,1,0,1,0,0,0,0,0,0,0,0,04-05-2017,04-05-2017,,
1294,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-11-2017,10-11-2017,,
1295,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,09-27-2017,09-27-2017,,
1296,Active,Philadelphia,PA,19146,2.1666666667,0,0,0,0,0,0,0,0,0,0,0,12-14-2017,12-14-2017,,
1297,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,09-26-2017,09-26-2017,,
1298,Active,Philadelphia,PA,19135,12.5,0,0,0,0,0,0,0,0,0,0,0,02-05-2016,02-05-2016,,
1299,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,06-08-2018,06-08-2018,,
1300,Active,Philadelphia,PA,19111,0,0,0,0,0,0,0,0,0,0,0,0,08-12-2015,08-12-2015,,
1301,Active,Philadelphia,PA,19149,104,0,0,0,30,0,0,0,5,0,0,0,05-13-2016,05-13-2016,,
1302,Active,,PA,19033,0,0,0,0,0,0,0,0,0,0,0,0,08-07-2017,08-07-2017,,
1303,Active,,,,0,1,1,2,0,1,0,1,0,0,0,0,10-04-2017,10-04-2017,,
1304,Active,Burlington,NJ,8016,24.75,1,0,1,7,0,0,0,0,0,0,0,03-20-2017,03-20-2017,,
1305,Active,Selinsgrove,PA,17870,7.75,0,0,0,7.75,0,0,0,0,0,0,0,02-01-2017,02-01-2017,,
1306,Active,Prospect Park,PA,19076,0,0,0,0,0,0,0,0,0,0,0,0,08-01-2017,08-02-2017,,
1307,Active,lasdowne,PA,19050,0,0,0,0,0,0,0,0,0,0,0,0,10-04-2017,10-04-2017,,
1308,Active,Philadelphia,PA,19119,88.25,0,0,0,17.75,0,0,0,0,0,0,0,12-23-2015,12-23-2015,,
1309,Active,Philadelphia,PA,19128,13.5,0,0,0,0,0,0,0,0,0,0,0,07-21-2015,07-21-2015,,
1310,Active,Philadelphia,PA,,117.6666666667,0,0,0,63.6666666667,0,0,0,5.75,0,0,0,04-19-2017,04-19-2017,,
1311,Active,Philadelphia,PA,19152,487.3666666667,0,0,0,74.25,0,0,0,11,0,0,0,09-19-2014,09-19-2014,,09-08-2014
1312,Active,Philadelphia,PA,19130,0,0,3,2,0,0,0,0,0,0,0,0,02-08-2017,02-08-2017,,
1313,Active,Philadelphia,PA,19154,23.75,0,0,0,0,0,0,0,0,0,0,0,10-08-2015,10-08-2015,,
1314,Active,Philadelphia,PA,19136,28.5,0,0,0,4,0,0,0,0,0,0,0,12-08-2016,12-08-2016,,
1315,Active,Philadelphia,PA,19130,6.1666666667,0,0,0,0,0,0,0,0,0,0,0,11-06-2017,11-06-2017,,
1316,Active,Elkins Park,PA,19027,112.5,0,0,0,0,0,0,0,0,0,0,0,10-09-2012,10-09-2012,,
1317,Active,philadelphia,PA,19148,0,0,0,0,0,0,0,0,0,0,0,0,11-21-2017,11-21-2017,,
1318,Active,Philadelphia,PA,19123,24,0,0,0,24,0,0,0,0,0,0,0,11-10-2017,11-10-2017,,
1319,Active,Philadelphia,PA,19143,271.3333333333,0,0,0,117.5833333333,0,0,0,21.25,0,0,0,02-26-2017,02-26-2017,,
1320,Active,Philadelphia,PA,19125,189.5,2,0,2,0,0,0,0,0,0,0,0,11-23-2015,11-24-2015,,11-18-2015
1321,Active,Philadelphia,PA,19115,233.3333333333,0,0,0,117.25,0,0,0,14,0,0,0,12-09-2014,12-09-2014,,
1322,Active,Newtown Square,PA,19073,68.5,0,0,0,4.5,0,0,0,0,0,0,0,10-08-2012,10-08-2012,,02-15-2012
1323,Active,Philadelphia,PA,19152,81.0833333333,0,0,0,0,0,0,0,0,0,0,0,08-24-2015,08-24-2015,,
1324,Active,Elkins Park,PA,19027,20,0,0,0,20,0,0,0,2,0,0,0,09-28-2017,09-28-2017,,
1325,Active,Narberth,PA,19072,116,0,0,0,25,0,0,0,2,0,0,0,03-20-2017,03-20-2017,,
1326,Active,Philadelphia,PA,19147,10,0,0,0,6,0,0,0,0,0,0,0,12-04-2017,12-04-2017,,12-03-2017
1327,Active,Philadelphia,PA,19103,10,0,0,0,2,0,0,0,2,0,0,0,12-15-2014,12-22-2014,,
1328,Active,Philadelphia,PA,19125,31,0,0,0,18,0,0,0,0,0,0,0,09-11-2017,09-11-2017,,
1329,Active,Phila.,PA,19147,11.5,0,0,0,0,0,0,0,0,0,0,0,10-08-2012,10-08-2012,,
1330,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,06-01-2018,06-01-2018,,
1331,Active,Philadelphia,PA,19146,2,1,0,1,0,0,0,0,0,0,0,0,12-15-2014,12-22-2014,,
1332,Active,Philadelphia,PA,19146,311.25,0,0,0,104.25,0,0,0,12,0,0,0,10-09-2012,10-09-2012,,
1333,Active,Philadelphia,PA,19130,4,0,0,0,4,0,0,0,0.25,0,0,0,11-14-2017,11-14-2017,,
1334,Active,Philadelphia,PA,19104,69.75,0,0,0,24.75,0,0,0,2,0,0,0,02-28-2017,02-28-2017,,
1335,Active,Philadelphia,PA,19116,142.5,0,0,0,16.5,0,0,0,1.25,0,0,0,09-19-2016,09-19-2016,,08-23-2016
1336,Active,Philadelphia,PA,19104,38.5,0,4,4,20.5,0,4,4,2.25,0,1,1,06-25-2017,06-25-2017,,
1337,Active,Philadelphia,PA,19130,31,0,0,0,10,0,0,0,2,0,0,0,12-22-2016,12-22-2016,,12-20-2016
1338,Active,Philadelphia,PA,19145,34.0833333333,0,0,0,2,0,0,0,0,0,0,0,10-09-2014,10-09-2014,,10-09-2014
1339,Active,Philadelphia,PA,19148,0,0,0,0,0,0,0,0,0,0,0,0,06-11-2017,06-11-2017,,
1340,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-13-2017,10-13-2017,,
1341,Active,Merchantville,NJ,8109,4,0,0,0,0,0,0,0,0,0,0,0,08-23-2017,08-23-2017,,
1342,Active,Philadelphia,PA,19103,0,0,1,1,0,0,0,0,0,0,0,0,05-02-2017,05-02-2017,,
1343,Active,Philadelphia,PA,19102,34,0,0,0,20.5,0,0,0,2,0,0,0,10-26-2017,10-26-2017,,
1344,Active,Philadelphia,PA,19148,82,0,0,0,30,0,0,0,4,0,0,0,03-23-2017,03-23-2017,,
1345,Active,Philadelphia,PA,19104,15.5,0,0,0,6,0,0,0,0,0,0,0,07-10-2017,07-10-2017,,
1346,Active,Bensalem,PA,19020,80.25,0,0,0,13.25,0,0,0,2,0,0,0,11-24-2014,11-24-2014,,
1347,Active,Rockledge,PA,19046,0,0,0,0,0,0,0,0,0,0,0,0,09-25-2017,09-25-2017,,
1348,Active,Camden,NJ,8103,0,0,0,0,0,0,0,0,0,0,0,0,08-08-2017,08-08-2017,,
1349,Active,Philadelphia,PA,19102,2,0,0,0,2,0,0,0,0,0,0,0,12-20-2017,12-20-2017,,
1350,Active,Philadelphia,PA,19130,12.25,0,0,0,0,0,0,0,0,0,0,0,03-17-2016,03-17-2016,,
1351,Active,Philadelphia,PA,19130,15.0333333333,0,0,0,0,0,0,0,0,0,0,0,05-10-2017,05-10-2017,,
1352,Active,Philadelphia,PA,19111,366.75,0,0,0,49.75,0,0,0,5.25,0,0,0,06-18-2014,06-18-2014,,
1353,Active,Philadelphia,PA,19145,46.25,0,0,0,13,0,0,0,0,0,0,0,05-26-2017,05-26-2017,,
1354,Active,Philadelphia,PA,19114,69.25,0,0,0,27.25,0,0,0,3.25,0,0,0,03-25-2017,03-25-2017,,
1355,Active,Philadelphia,PA,19114,716.0166666667,0,0,0,30.5,0,0,0,5.25,0,0,0,10-19-2012,10-22-2012,,
1356,Active,Philadelphia,PA,19139,0,0,0,0,0,0,0,0,0,0,0,0,11-21-2017,11-21-2017,,
1357,Active,Philadelphia,PA,19111,0,0,0,0,0,0,0,0,0,0,0,0,01-02-2017,01-02-2017,,
1358,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-09-2017,10-09-2017,,
1359,Active,Philadelphia,PA,19143,47,0,0,0,0,0,0,0,0,0,0,0,08-09-2016,08-09-2016,,
1360,Active,Philadelphia,PA,19130,446.25,0,0,0,3.5,0,0,0,0,0,0,0,10-25-2012,10-25-2012,,10-21-2012
1361,Active,Philadelphia,PA,19145,138,0,2,2,0,0,1,1,0,0,0,0,03-10-2014,03-10-2014,,
1362,Active,Philadelphia,,19148,204.5,0,0,0,87.5,0,0,0,9.25,0,0,0,09-19-2016,10-10-2016,,
1363,Active,Philadelphia,PA,19103,0,0,0,0,0,0,0,0,0,0,0,0,12-04-2017,12-05-2017,,12-03-2017
1364,Active,Philadelphia,PA,19106,0,0,1,1,0,0,0,0,0,0,0,0,02-15-2017,02-15-2017,,11-11-1111
1365,Active,Philadelphia,PA,19106,10,0,0,0,8,0,0,0,0,0,0,0,12-14-2017,12-14-2017,,
1366,Active,Dresher,PA,19025,151.5,5,0,5,47.5,0,0,0,5.25,0,0,0,06-23-2016,06-23-2016,,
1367,Active,Philadelphia,PA,19153,25.75,0,0,0,25.75,0,0,0,5.25,0,0,0,03-29-2017,03-29-2017,,
1368,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,07-12-2017,07-12-2017,,
1369,Active,Philadelphia,PA,19103,40.4166666667,0,0,0,8,0,0,0,0,0,0,0,06-05-2017,06-05-2017,,
1370,Active,Philadelphia,PA,19116,317.5,0,0,0,0,0,0,0,0,0,0,0,01-11-2016,01-11-2016,,
1371,Active,North Wales,PA,19454,0,0,0,0,0,0,0,0,0,0,0,0,09-25-2017,09-25-2017,,
1372,Active,Philadelphia,PA,19128,0,0,0,0,0,0,0,0,0,0,0,0,12-06-2017,12-06-2017,,
1373,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,04-02-2017,04-02-2017,,01-01-2007
1374,Active,Egg Harbor Township,NJ,8234,0,3,0,3,0,0,0,0,0,0,0,0,09-18-2017,09-19-2017,,
1375,Active,Bensalem,PA,19020,4,0,0,0,0,0,0,0,0,0,0,0,07-11-2017,07-11-2017,,
1376,Active,Philadelphia,PA,19111,25.25,0,0,0,7,0,0,0,0.5,0,0,0,07-07-2017,07-07-2017,,07-01-2017
1377,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,09-07-2017,09-07-2017,,
1378,Active,Philadelphia,PA,19143,0,0,0,0,0,0,0,0,0,0,0,0,09-12-2017,09-12-2017,,
1379,Active,Philadelphia,PA,19114,23.5,0,0,0,0,0,0,0,0,0,0,0,08-11-2016,08-11-2016,,08-07-2016
1380,Active,Philadelphia,PA,19152,425.0833333333,1,1,2,1.5,1,1,2,0,0,0,0,05-29-2015,05-29-2015,,
1381,Active,Philadelphia,PA,19145,26,0,1,1,4,0,0,0,0,0,0,0,06-15-2017,06-15-2017,,
1382,Active,Langhorne,PA,19047,3,0,0,0,0,0,0,0,0,0,0,0,08-02-2017,08-02-2017,,07-27-2017
1383,Active,Philadelphia,PA,19129,7,0,0,0,7,0,0,0,0,0,0,0,11-30-2017,11-30-2017,,
1384,Active,Phila,PA,19135,0,0,0,0,0,0,0,0,0,0,0,0,06-01-2017,06-01-2017,,
1385,Active,Philadelphia,PA,19116,26.4166666667,0,0,0,0,0,0,0,0,0,0,0,07-23-2014,07-23-2014,,
1386,Active,Harrisburg,PA,17109,13.75,0,0,0,3.75,0,0,0,0,0,0,0,08-30-2017,08-31-2017,,
1387,Active,Philadelphia,PA,19148,20,0,0,0,0,0,0,0,0,0,0,0,04-05-2017,04-05-2017,,
1388,Active,Philadelphia,PA,19148,6.75,0,0,0,6.75,0,0,0,0,0,0,0,08-12-2015,08-12-2015,,
1389,Active,Philadelphia,PA,19134,0,0,0,0,0,0,0,0,0,0,0,0,09-13-2017,09-13-2017,,
1390,Active,Philadelphia,PA,19114,0,0,0,0,0,0,0,0,0,0,0,0,10-24-2017,10-25-2017,,10-01-2017
1391,Active,Philadephia,PA,19115-4637,1635,0,0,0,234.75,0,0,0,33,0,0,0,06-11-2014,06-11-2014,,06-05-2014
1392,Active,Philadelphia,PA,19146,34,0,0,0,0,0,0,0,0,0,0,0,01-08-2013,01-08-2013,,
1393,Active,Philadelphia,PA,19130,0,0,0,0,0,0,0,0,0,0,0,0,12-19-2017,12-19-2017,,
1394,Active,Philadelphia,PA,19149,312.0833333333,0,0,0,37,0,0,0,0,0,0,0,03-01-2016,03-04-2016,,02-23-2016
1395,Active,Philadelphia,PA,19106,2,0,1,1,0,0,0,0,0,0,0,0,08-02-2017,08-02-2017,,
1396,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,02-11-2015,02-11-2015,,
1397,Active,Philadelphia,PA,19104,5,0,0,0,0,0,0,0,0,0,0,0,06-21-2017,06-21-2017,,
1398,Active,Philadelphia,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,08-07-2017,08-07-2017,,08-06-2017
1399,Active,Philadelphia,PA,19134,220,0,2,2,4.5,0,0,0,0,0,0,0,10-08-2012,10-08-2012,,
1400,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,11-04-2017,11-04-2017,,
1401,Active,Phildelphia,PA,19152,4,0,0,0,0,0,0,0,0,0,0,0,10-03-2017,10-03-2017,,
1402,Active,Philadelphia,PA,19128,58.5,0,0,0,58.5,0,0,0,0,0,0,0,10-11-2017,10-11-2017,,
1403,Active,Springfield,PA,19064,2,0,0,0,0,0,0,0,0,0,0,0,10-02-2017,10-02-2017,,
1404,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,03-02-2017,03-02-2017,,
1405,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-10-2017,10-10-2017,,
1406,Active,Philadelphia,PA,19146,17,0,0,0,0,0,0,0,0,0,0,0,10-17-2012,10-17-2012,,
1407,Active,Philadelphia,PA,19111,0,0,0,0,0,0,0,0,0,0,0,0,09-20-2017,09-20-2017,,
1408,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,10-18-2017,10-19-2017,,
1409,Active,Philadelphia,PA,19107,10,0,0,0,0,0,0,0,0,0,0,0,08-28-2017,08-28-2017,,
1410,Active,Philadelphia,PA,19135-3715,0,0,0,0,0,0,0,0,0,0,0,0,11-10-2016,11-10-2016,,
1411,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,04-13-2017,04-13-2017,,
1412,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-09-2017,10-09-2017,,
1413,Active,Philadelphia,PA,19144,37,0,0,0,37,0,0,0,8,0,0,0,01-09-2017,01-09-2017,,
1414,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-17-2017,10-18-2017,,
1415,Active,Harleysville,PA,19438,169,0,0,0,0,0,0,0,0,0,0,0,01-06-2015,01-06-2015,,
1416,Active,Philadelphia,PA,19104,20,0,0,0,0,0,0,0,0,0,0,0,01-23-2013,01-24-2013,,10-12-2012
1417,Active,Philadelphia,PA,19148,4,0,0,0,2,0,0,0,0,0,0,0,12-18-2017,12-18-2017,,
1418,Active,Langhorne,PA,19047,139.5,0,0,0,92.5,0,0,0,19.25,0,0,0,10-06-2017,10-08-2017,,
1419,Active,Philadelphia,PA,19129,233,0,0,0,23.5,0,0,0,6,0,0,0,10-04-2013,10-04-2013,,
1420,Active,Blue Bell,PA,19422,8,0,0,0,0,0,0,0,0,0,0,0,03-06-2015,03-06-2015,,
1421,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,01-07-2015,01-07-2015,,
1422,Active,Philadelphia,PA,19147,155.5,0,0,0,64.75,0,0,0,6,0,0,0,02-23-2015,02-23-2015,,02-15-2015
1423,Active,Philadelphia,PA,19114,1184.5,0,0,0,427.3333333333,0,0,0,45.5,0,0,0,07-14-2016,07-14-2016,,
1424,Active,Philadelphia,PA,19147,2,0,0,0,2,0,0,0,0,0,0,0,10-02-2017,10-04-2017,,
1425,Active,Philadelphia,PA,19115,0,0,0,0,0,0,0,0,0,0,0,0,10-25-2017,10-25-2017,,
1426,Active,Philadelphia,PA,19143,73,0,0,0,2,0,0,0,0,0,0,0,02-05-2016,02-05-2016,,
1427,Active,Philadelphia,PA,19143,4.5,0,0,0,4.5,0,0,0,0,0,0,0,10-29-2015,10-29-2015,,
1428,Active,Phila,PA,19111,0,0,0,0,0,0,0,0,0,0,0,0,09-25-2017,09-25-2017,,
1429,Active,Philadelphia,PA,19130,0,0,0,0,0,0,0,0,0,0,0,0,10-06-2016,10-06-2016,,
1430,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,08-18-2017,08-18-2017,,
1431,Active,Philadelphia,PA,19144,6.5,0,0,0,6.5,0,0,0,0,0,0,0,10-30-2017,10-31-2017,,
1432,Active,Philadelphia,PA,19130,0,0,0,0,0,0,0,0,0,0,0,0,01-19-2016,01-19-2016,,01-17-2016
1433,Active,,PA,19102,84.5,0,0,0,32.5,0,0,0,2,0,0,0,02-07-2017,02-07-2017,,
1434,Active,Philadelphia,PA,19102,222.3333333333,0,0,0,2,0,0,0,0,0,0,0,02-25-2013,02-27-2013,,04-21-2013
1435,Active,Philadelphia,PA,19147,955.6666666667,0,0,0,47.0833333333,0,0,0,5,0,0,0,10-09-2012,10-09-2012,,02-12-2011
1436,Active,Philadelphia,PA,19154,0,0,0,0,0,0,0,0,0,0,0,0,06-10-2017,06-10-2017,,
1437,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,10-03-2017,10-03-2017,,
1438,Active,Philadelphia,PA,19118,1621.5,0,0,0,58.75,0,0,0,0,0,0,0,10-08-2012,10-08-2012,,07-18-2010
1439,Active,Philadelphia,PA,19143,11.5,0,0,0,2,0,0,0,0,0,0,0,08-10-2017,08-10-2017,,
1440,Active,Philadelphia,PA,19147,95.75,0,0,0,57.25,0,0,0,3.25,0,0,0,12-16-2015,12-16-2015,,
1441,Active,Fairless Hills,PA,19030,36.3333333333,0,0,0,0,0,0,0,0,0,0,0,02-25-2017,02-25-2017,,
1442,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-01-2017,10-01-2017,,
