ID,Status,City,State,Zip,Life.hours,Life.No.Call.No.Show,Life.Call.Email.to.miss.shift,Life.Absence,YTD.hours,No.Call.No.Show,Call.Email.to.miss.shift,Absence,MTD.hours,MTD.No.Call.No.Show,MTD.Call.Email.to.miss.shift,MTD.Absence,Date.entered,Start.date,Stop.date,Orientation.Date
1443,Active,Philadelphia,PA,19148,156.2833333333,0,0,0,8.75,0,0,0,0,0,0,0,11-21-2014,11-21-2014,,
1444,Active,Ambler,PA,19002,0,0,0,0,0,0,0,0,0,0,0,0,11-16-2017,11-16-2017,,
1445,Active,Philadelphia,PA,19153,2,0,1,1,0,0,0,0,0,0,0,0,08-29-2017,08-29-2017,,
1446,Active,Philadelphia,PA,19107,3.5,0,0,0,0,0,0,0,0,0,0,0,04-04-2017,04-04-2017,,
1447,Active,Pa,,19006,0,0,0,0,0,0,0,0,0,0,0,0,02-15-2016,02-15-2016,,
1448,Active,Philadelphia,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,08-23-2017,08-23-2017,,
1449,Active,Phila,PA,19154,157.0833333333,0,0,0,1.4166666667,0,0,0,0,0,0,0,10-22-2012,10-22-2012,,
1450,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,04-02-2017,04-02-2017,,
1451,Active,Philadelphia,PA,19154,2.25,0,0,0,0,0,0,0,0,0,0,0,05-31-2016,05-31-2016,,
1452,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,11-08-2017,11-09-2017,,
1453,Active,Wynnewood,PA,19096,90.5,0,0,0,70.5,0,0,0,6,0,0,0,12-09-2015,12-09-2015,,12-06-2015
1454,Active,Philadelphia,PA,19145,255.75,1,0,1,59.25,0,0,0,6.5,0,0,0,07-28-2015,07-28-2015,,
1455,Active,Philadelphia,PA,19145,2,0,0,0,0,0,0,0,0,0,0,0,06-23-2016,06-23-2016,,06-19-2016
1456,Active,,,,21.75,0,0,0,21.75,0,0,0,1.75,0,0,0,10-16-2017,10-16-2017,,
1457,Active,Warrington,PA,18976,20,0,0,0,20,0,0,0,4,0,0,0,09-11-2017,09-11-2017,,
1458,Active,Haddon Township,NJ,8108,2,1,3,4,0,1,1,2,0,0,0,0,05-20-2016,05-24-2016,,
1459,Active,Philadelphia,PA,19139,34.7333333333,0,0,0,7.1666666667,0,0,0,0,0,0,0,05-10-2017,05-10-2017,,
1460,Active,Lansdale,PA,19446,6,0,0,0,0,0,0,0,0,0,0,0,12-22-2014,12-22-2014,,
1461,Active,Havertown,PA,19083,0,0,0,0,0,0,0,0,0,0,0,0,07-31-2017,07-31-2017,,
1462,Active,Philadelphia,PA,19116,0,0,0,0,0,0,0,0,0,0,0,0,12-03-2017,12-03-2017,,
1463,Active,Philadelphia,PA,19146,1.75,0,0,0,1.75,0,0,0,0,0,0,0,08-08-2017,08-08-2017,,
1464,Active,Philadelphia,PA,19148,146,0,0,0,7,0,0,0,5,0,0,0,10-20-2014,10-20-2014,,10-15-2014
1465,Active,Philadelphia,PA,19114,76.5,0,0,0,8.5,0,0,0,0,0,0,0,01-02-2017,01-02-2017,,
1466,Active,Ardsley,PA,19038,44.0833333333,0,0,0,7.4166666667,0,0,0,0,0,0,0,04-27-2015,04-27-2015,,
1467,Active,Philadelphia,PA,19146,84,0,0,0,23.75,0,0,0,1.75,0,0,0,05-09-2016,05-09-2016,,
1468,Active,Levittown,PA,19055,0,0,0,0,0,0,0,0,0,0,0,0,03-03-2015,03-03-2015,,
1469,Active,Philadelphia,PA,19146,23,0,0,0,9,0,0,0,0,0,0,0,10-10-2017,10-10-2017,,
1470,Active,Philadelphia,PA,19126,0,0,0,0,0,0,0,0,0,0,0,0,07-08-2017,07-08-2017,,
1471,Active,North Hills,PA,19038,23.3333333333,0,0,0,5.5,0,0,0,0,0,0,0,05-04-2017,05-04-2017,,
1472,Active,Philadelphia,PA,19106,48.9166666667,0,1,1,46.9166666667,0,1,1,6.75,0,0,0,12-13-2017,12-14-2017,,12-12-2017
1473,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,09-23-2015,09-23-2015,,
1474,Active,Philadelphia,PA,19147,1323.75,0,0,0,96.8333333333,0,0,0,11,0,0,0,10-15-2012,10-15-2012,,
1475,Active,Philadelphia,PA,19116,31.4333333333,0,0,0,6.7666666667,0,0,0,0,0,0,0,07-08-2017,07-08-2017,,
1476,Active,Philadelphia,PA,19121,14,0,0,0,0,0,0,0,0,0,0,0,03-03-2016,03-04-2016,,
1477,Active,Glenside,PA,19038,54.5,0,0,0,20.5,0,0,0,1.25,0,0,0,01-19-2017,01-19-2017,,
1478,Active,Philadelphia,PA,19107,0,0,0,0,0,0,0,0,0,0,0,0,10-17-2016,10-17-2016,,
1479,Active,Philadelphia,,19148,17.25,1,0,1,0,0,0,0,0,0,0,0,10-17-2017,10-18-2017,,
1480,Active,Philadelphia,PA,19146,341.1833333333,0,1,1,114.6666666667,0,0,0,17.25,0,0,0,08-03-2015,08-03-2015,,
1481,Active,Philadelphia,PA,19145,67.5,0,0,0,21.5,0,0,0,2,0,0,0,05-14-2017,05-15-2017,,
1482,Active,Philadelphia,PA,19106,393.25,0,0,0,122.25,0,0,0,14.25,0,0,0,08-09-2016,08-09-2016,,
1483,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,03-03-2016,03-04-2016,,02-21-2015
1484,Active,Philadelphia,PA,19128,422.75,0,3,3,124.5,0,0,0,8.75,0,0,0,05-29-2015,05-29-2015,,
1485,Active,Philadelphia,PA,19115,12.25,0,0,0,1.75,0,0,0,0,0,0,0,10-21-2017,10-21-2017,,
1486,Active,PHILADELPHIA,PA,19127,133.75,0,0,0,117.75,0,0,0,10,0,0,0,12-15-2017,12-16-2017,,
1487,Active,Philadelphia,PA,19115,0,0,0,0,0,0,0,0,0,0,0,0,04-27-2017,04-27-2017,,
1488,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,11-10-2017,11-10-2017,,
1489,Active,Philadelphia,PA,19104,4,0,0,0,4,0,0,0,0,0,0,0,10-25-2017,10-25-2017,,
1490,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,07-12-2017,07-12-2017,,
1491,Active,Sharon Hill,PA,19079,5.75,0,0,0,1.75,0,0,0,0,0,0,0,04-05-2017,04-05-2017,,03-05-2017
1492,Active,Philadelphia,PA,19145,0,0,0,0,0,0,0,0,0,0,0,0,10-27-2017,10-27-2017,,
1493,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,05-08-2018,05-08-2018,,
1494,Active,Philadelphia,PA,19143,2,0,0,0,0,0,0,0,0,0,0,0,04-11-2017,04-11-2017,,
1495,Active,Philadelphia,PA,19125,0,0,0,0,0,0,0,0,0,0,0,0,10-05-2017,10-06-2017,,
1496,Active,Philadelphia,PA,19134,0,0,0,0,0,0,0,0,0,0,0,0,12-03-2017,12-03-2017,,
1497,Active,North Wales,PA,19454,33.5,0,0,0,3,0,0,0,3,0,0,0,12-11-2012,12-11-2012,,
1498,Active,Philadelphia,PA,19114,0,0,0,0,0,0,0,0,0,0,0,0,08-06-2017,08-06-2017,,
1499,Active,,,,119.5,0,0,0,0,0,0,0,0,0,0,0,02-15-2016,02-15-2016,,
1500,Active,Bensalem,PA,19020,247.5,0,0,0,15,0,0,0,0,0,0,0,10-11-2012,10-11-2012,,
1501,Active,Philadelphia,PA,19148,0,0,0,0,0,0,0,0,0,0,0,0,07-26-2017,07-26-2017,,
1502,Active,Philadelphia,PA,19106,24,0,1,1,24,0,1,1,0,0,0,0,01-02-2018,01-03-2018,,
1503,Active,Philadelphia,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,02-08-2017,02-08-2017,,
1504,Active,Philadelphia,PA,19107,0,0,0,0,0,0,0,0,0,0,0,0,01-27-2017,01-27-2017,,
1505,Active,Philadelphia,PA,19147,8,0,0,0,0,0,0,0,0,0,0,0,07-24-2017,07-24-2017,,
1506,Active,Philadelphia,PA,19143,0,0,0,0,0,0,0,0,0,0,0,0,11-17-2014,11-17-2014,,
1507,Active,Philadelphia,PA,19125,0,0,0,0,0,0,0,0,0,0,0,0,05-04-2017,05-06-2017,,
1508,Active,Philadelphia,PA,19111,0,0,0,0,0,0,0,0,0,0,0,0,10-13-2014,10-13-2014,,
1509,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,12-08-2017,12-08-2017,,
1510,Active,Philadelphia,PA,19131,0,0,0,0,0,0,0,0,0,0,0,0,08-11-2017,08-11-2017,,
1511,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-11-2017,10-11-2017,,
1512,Active,,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,07-06-2017,07-06-2017,,
1513,Active,Philadelphia,PA,19115,5.25,0,0,0,5.25,0,0,0,0,0,0,0,09-05-2017,09-06-2017,,
1514,Active,Huntingdon Valley,PA,19006,20.75,0,0,0,8.5,0,0,0,0,0,0,0,03-14-2017,03-15-2017,,
1515,Active,Philadelphia,PA,19128,396.5,0,0,0,3,0,0,0,0,0,0,0,10-08-2012,10-08-2012,,
1516,Active,Philadelphia,PA,19148,0,0,0,0,0,0,0,0,0,0,0,0,08-08-2017,08-08-2017,,
1517,Active,Philadelphia,PA,19144,134.75,0,2,2,110.75,0,2,2,16.75,0,0,0,10-11-2017,10-11-2017,,10-10-2017
1518,Active,Philadelphia,PA,19136,69.5,0,0,0,17.5,0,0,0,3.75,0,0,0,05-20-2016,05-20-2016,,
1519,Active,Philadelphia,PA,19154,63.75,0,0,0,63.75,0,0,0,7.75,0,0,0,03-25-2016,03-25-2016,,
1520,Active,Philadelphia,PA,19106,3,0,0,0,0,0,0,0,0,0,0,0,11-21-2016,11-21-2016,,
1521,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,09-06-2017,09-06-2017,,
1522,Active,Philadelphia,PA,19103,0,0,0,0,0,0,0,0,0,0,0,0,08-25-2017,08-25-2017,,
1523,Active,Philadelphia,PA,19130,22.5,0,2,2,3.5,0,1,1,0,0,1,1,03-30-2017,03-30-2017,,
1524,Active,Philadelphia,PA,19148,60.25,0,0,0,3.25,0,0,0,0,0,0,0,08-11-2016,08-11-2016,,08-10-2016
1525,Active,Philadelphia,PA,19146,8,0,0,0,8,0,0,0,0,0,0,0,02-16-2017,02-16-2017,,
1526,Active,Philadelphia,PA,19104,8.1666666667,0,1,1,0,0,0,0,0,0,0,0,04-11-2017,04-11-2017,,
1527,Active,Philadelphia,PA,19148,38.75,0,0,0,0,0,0,0,0,0,0,0,08-07-2015,08-10-2015,,07-26-2015
1528,Active,Philadelphia,PA,19121,0,0,0,0,0,0,0,0,0,0,0,0,07-18-2018,07-18-2018,,
1529,Active,Philadelphia,PA,19106,8,0,0,0,2,0,0,0,0,0,0,0,11-07-2016,11-07-2016,,
1530,Active,Phila,PA,19135,173.3333333333,0,0,0,73.3333333333,0,0,0,10,0,0,0,02-02-2017,02-02-2017,,
1531,Active,Philadelphia,PA,19103,26.5,0,0,0,0,0,0,0,0,0,0,0,07-26-2013,07-26-2013,,
1532,Active,Philadelphia,PA,19130,0,0,0,0,0,0,0,0,0,0,0,0,02-03-2018,02-03-2018,,
1533,Active,Philadelphia,PA,19143,0.5,0,0,0,0.5,0,0,0,0,0,0,0,12-19-2017,12-19-2017,,
1534,Active,Philadelphia,PA,19143,18,0,0,0,16,0,0,0,4,0,0,0,07-31-2017,07-31-2017,,
1535,Active,Philadelphia,PA,19148,16.25,0,0,0,16.25,0,0,0,0,0,0,0,12-27-2017,12-27-2017,,
1536,Active,Phila,PA,19114,0,0,1,1,0,0,1,1,0,0,0,0,12-03-2017,12-03-2017,,
1537,Active,Pennsauken,NJ,8109,0,0,0,0,0,0,0,0,0,0,0,0,05-25-2017,05-25-2017,,
1538,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,12-06-2017,12-06-2017,,
1539,Active,Philadelphia,PA,19104,1.75,0,0,0,0,0,0,0,0,0,0,0,07-12-2017,07-12-2017,,
1540,Active,Philadelphia,PA,19104,4,0,0,0,0,0,0,0,0,0,0,0,09-26-2017,09-26-2017,,
1541,Active,,,,9,2,0,2,0,0,0,0,0,0,0,0,07-26-2017,07-26-2017,,
1542,Active,Philadelphia,PA,19121,0,0,0,0,0,0,0,0,0,0,0,0,08-28-2017,08-28-2017,,
1543,Active,Ridley PArk,PA,19078,39.5,0,0,0,5,0,0,0,0,0,0,0,01-19-2017,01-19-2017,,
1544,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,11-22-2017,11-22-2017,,
1545,Active,Philadelphia,PA,19123,2,0,0,0,2,0,0,0,0,0,0,0,11-30-2017,12-03-2017,,
1546,Active,,,,20,0,0,0,20,0,0,0,2.75,0,0,0,02-28-2018,02-28-2018,,
1547,Active,Philadelphia,PA,19148,13.5,0,0,0,4.25,0,0,0,0,0,0,0,03-25-2017,03-25-2017,,
1548,Active,Philadelphia,PA,19136,0,0,0,0,0,0,0,0,0,0,0,0,12-31-2017,12-31-2017,,
1549,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,11-10-2014,11-10-2014,,
1550,Active,Doylestown,PA,18901,40,0,0,0,0,0,0,0,0,0,0,0,08-18-2017,08-18-2017,,
1551,Active,Philadelphia,PA,19103,8,0,0,0,2,0,0,0,0,0,0,0,05-22-2017,05-22-2017,,
1552,Active,Philadelphia,PA,19128,1228.8333333333,0,0,0,69,0,0,0,6.5,0,0,0,10-08-2012,10-08-2012,,
1553,Active,Philadelphia,PA,19103,4,0,0,0,0,0,0,0,0,0,0,0,08-02-2016,08-02-2016,,07-31-2016
1554,Active,Willow Grove,PA,19090,13.75,0,0,0,3.25,0,0,0,0,0,0,0,09-09-2017,09-09-2017,,
1555,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,09-25-2017,09-25-2017,,
1556,Active,Philadelphia,PA,19130,20,0,0,0,20,0,0,0,2,0,0,0,02-06-2017,02-06-2017,,
1557,Active,Philadelphia,PA,19128,39.5,0,0,0,4,0,0,0,0,0,0,0,08-17-2015,08-17-2015,,
1558,Active,Jenkintown,PA,19046,86.8333333333,0,0,0,56.5,0,0,0,15.25,0,0,0,01-19-2016,01-19-2016,,
1559,Active,Philadelphia,PA,19145,769.9,0,0,0,67.25,0,0,0,7,0,0,0,11-01-2012,11-01-2012,,07-08-2012
1560,Active,Philadelphia,PA,19104,2,0,0,0,2,0,0,0,0,0,0,0,11-20-2017,11-20-2017,,
1561,Active,Philadelphia,PA,19146,10.5,0,0,0,8.5,0,0,0,0,0,0,0,08-03-2017,08-04-2017,,
1562,Active,Philadelphia,PA,19115,8,0,0,0,0,0,0,0,0,0,0,0,07-02-2015,07-02-2015,,
1563,Active,Philadelphia,PA,19154,213.25,0,0,0,41.25,0,0,0,3.5,0,0,0,01-19-2016,01-19-2016,,
1564,Active,Philadelphia,PA,19128,0,0,0,0,0,0,0,0,0,0,0,0,07-07-2017,07-07-2017,,
1565,Active,Philadelphia,PA,19151,0,0,0,0,0,0,0,0,0,0,0,0,11-18-2017,11-18-2017,,
1566,Active,Philadelphia,PA,19130,41,0,0,0,8,0,0,0,0,0,0,0,06-08-2017,06-08-2017,,
1567,Active,Philadelphia,PA,19146,95.7666666667,0,0,0,13.75,0,0,0,0,0,0,0,12-13-2016,12-13-2016,,
1568,Active,Phila,PA,19111,3356.1666666667,0,0,0,450,0,0,0,46.5,0,0,0,11-13-2012,11-20-2012,,01-24-2011
1569,Active,Philadelphia,PA,19152,50.75,0,0,0,50.75,0,0,0,6.75,0,0,0,01-06-2018,01-06-2018,,
1570,Active,Phila,PA,19152,57.5,0,0,0,21.75,0,0,0,0,0,0,0,10-20-2015,10-20-2015,,
1571,Active,Philadelphia,PA,19116,17,0,0,0,0,0,0,0,0,0,0,0,11-14-2016,11-14-2016,,
1572,Active,Philadelphia,PA,19111,26.25,0,0,0,8.25,0,0,0,2.25,0,0,0,01-18-2017,01-18-2017,,
1573,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,04-02-2017,04-02-2017,,
1574,Active,Cinnaminson,NJ,8077,161.25,0,0,0,3.5,0,0,0,0,0,0,0,09-09-2014,09-09-2014,,
1575,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,09-13-2017,09-13-2017,,
1576,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,09-20-2017,09-20-2017,,
1577,Active,Philadelphia,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,01-28-2015,01-28-2015,,
1578,Active,,,,1070.75,0,0,0,0,0,0,0,0,0,0,0,10-08-2012,10-08-2012,,06-06-2010
1579,Active,Philadelphia,PA,19134-2658,9.5,0,0,0,1,0,0,0,0,0,0,0,05-31-2017,05-31-2017,,
1580,Active,Philadelphia,PA,19111,0,0,0,0,0,0,0,0,0,0,0,0,12-20-2017,12-20-2017,,
1581,Active,Phila,PA,19152,32,0,0,0,30,0,0,0,2,0,0,0,12-19-2017,12-19-2017,,
1582,Active,Philadelphia,PA,19107,182.25,1,3,4,4.25,0,0,0,0,0,0,0,06-13-2013,06-13-2013,,
1583,Active,,,,153.75,0,0,0,37.75,0,0,0,4,0,0,0,06-23-2016,06-23-2016,,
1584,Active,Philadelphia,PA,19146,61.25,0,0,0,22.75,0,0,0,4.25,0,0,0,04-28-2016,04-28-2016,,
1585,Active,Philadelphia,PA,19106,14,0,0,0,0,0,0,0,0,0,0,0,09-11-2014,09-11-2014,,
1586,Active,Philadelphia,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,09-05-2017,09-06-2017,,
1587,Active,Philadelphia,PA,19114,35.75,0,1,1,3.75,0,0,0,0,0,0,0,11-02-2015,11-02-2015,,10-25-2015
1588,Active,Philadelphia,PA,19146,26,0,0,0,8,0,0,0,0,0,0,0,05-20-2017,05-20-2017,,
1589,Active,Philadelphia,PA,19136,426.5,0,0,0,126.5,0,0,0,15.25,0,0,0,09-26-2016,09-26-2016,,
1590,Active,Philadelphia,PA,19115,115.25,0,0,0,35.25,0,0,0,0,0,0,0,06-09-2014,06-09-2014,,
1591,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,06-12-2017,06-12-2017,,
1592,Active,Narberth,PA,19072,0,0,0,0,0,0,0,0,0,0,0,0,07-18-2017,07-18-2017,,
1593,Active,Philadelphia,PA,19106,121.3333333333,0,0,0,8.25,0,0,0,4.5,0,0,0,06-12-2013,06-12-2013,,
1594,Active,Philadelphia,PA,19121,38.5833333333,0,0,0,0,0,0,0,0,0,0,0,02-01-2016,02-01-2016,,01-27-2016
1595,Active,Philadelphia,PA,19121,18,0,0,0,14,0,0,0,0,0,0,0,09-05-2017,09-06-2017,,
1596,Active,Philadelphia,PA,19111,161.5,0,0,0,0,0,0,0,0,0,0,0,01-21-2015,01-23-2015,,
1597,Active,Philadelphia,PA,19147,8,0,4,4,0,0,0,0,0,0,0,0,08-02-2017,08-02-2017,,
1598,Active,Philadelphia,PA,19103,46.25,0,0,0,14.25,0,0,0,0,0,0,0,10-12-2017,10-18-2017,,
1599,Active,Philadelphia,PA,19143,11.5,0,0,0,7,0,0,0,0,0,0,0,10-20-2017,10-20-2017,,
1600,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,07-04-2017,07-04-2017,,
1601,Active,Philadelphia,PA,19128,164,0,1,1,10,0,0,0,2,0,0,0,09-03-2013,09-03-2013,,
1602,Active,Philadelphia,PA,19123,110.5,0,2,2,42,0,1,1,6,0,0,0,07-28-2016,07-28-2016,,
1603,Active,Philadelphia,PA,19104,30,0,0,0,0,0,0,0,0,0,0,0,02-13-2017,02-13-2017,,
1604,Active,Philadelphia,PA,19145,0,0,0,0,0,0,0,0,0,0,0,0,08-23-2017,08-23-2017,,08-20-2017
1605,Active,Phila,PA,19152,88,0,0,0,37,0,0,0,0,0,0,0,06-19-2017,06-19-2017,,
1606,Active,Phildelphia,PA,19103,0,0,0,0,0,0,0,0,0,0,0,0,12-14-2017,12-14-2017,,12-17-2017
1607,Active,Huntingdon Valley,PA,19006,82.5,0,0,0,28.5,0,0,0,0,0,0,0,12-05-2016,12-05-2016,,11-20-2016
1608,Active,Philadelphia,PA,19125,0,0,0,0,0,0,0,0,0,0,0,0,11-23-2017,11-24-2017,,
1609,Active,,PA,19125,0,0,1,1,0,0,1,1,0,0,0,0,11-13-2017,11-13-2017,,11-27-2017
1610,Active,Philadelphia,PA,19103,100,0,0,0,0,0,0,0,0,0,0,0,07-28-2016,07-28-2016,,07-24-2016
1611,Active,Philadelphia,PA,19107,0,0,0,0,0,0,0,0,0,0,0,0,09-01-2017,09-01-2017,,
1612,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-11-2017,10-11-2017,,
1613,Active,Philadelphia,PA,19114,40,0,0,0,20,0,0,0,0,0,0,0,12-14-2017,12-14-2017,,
1614,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,06-29-2017,06-29-2017,,
1615,Active,Philadelphia,PA,19147,2.25,0,0,0,2.25,0,0,0,0,0,0,0,11-13-2017,11-13-2017,,
1616,Active,Philadelphia,PA,19148,4,0,0,0,0,0,0,0,0,0,0,0,08-25-2017,08-25-2017,,
1617,Active,Philadelphia,PA,19136,5,0,0,0,0,0,0,0,0,0,0,0,03-31-2016,04-01-2016,,03-16-2016
1618,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,10-02-2017,10-03-2017,,
1619,Active,Philadelphia,PA,19106,2,0,0,0,0,0,0,0,0,0,0,0,01-06-2015,01-06-2015,,
1620,Active,Philadelphia,PA,19146,4,0,0,0,0,0,0,0,0,0,0,0,05-02-2017,05-02-2017,,
1621,Active,Philadelphia,PA,19107,14,0,0,0,14,0,0,0,0,0,0,0,01-03-2018,01-03-2018,,
1622,Active,Philadelphia,PA,19154,0,0,0,0,0,0,0,0,0,0,0,0,12-29-2016,12-29-2016,,
1623,Active,Philadelphia,,19145,0,0,0,0,0,0,0,0,0,0,0,0,07-17-2017,07-17-2017,,
1624,Active,,,,9.25,0,0,0,1.25,0,0,0,0,0,0,0,11-30-2017,11-30-2017,,
1625,Active,Philadelphia,PA,19147,7,0,0,0,0,0,0,0,0,0,0,0,04-03-2017,04-03-2017,,
1626,Active,,,,8.4166666667,1,1,2,0,0,0,0,0,0,0,0,03-29-2017,03-29-2017,,
1627,Active,Philadelphia,PA,19125,0,0,0,0,0,0,0,0,0,0,0,0,07-07-2017,07-07-2017,,
1628,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,11-24-2015,11-24-2015,,
1629,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-22-2016,10-22-2016,,
1630,Active,Philadelphia,PA,19104,4,1,0,1,0,0,0,0,0,0,0,0,02-22-2017,02-22-2017,,
1631,Active,Philadelphia,PA,19115,2.75,0,0,0,2.75,0,0,0,0,0,0,0,12-04-2017,12-04-2017,,
1632,Active,Philadelphia,PA,19106,112.5,0,0,0,0,0,0,0,0,0,0,0,01-17-2014,01-17-2014,,12-18-2013
1633,Active,Philadelphia,PA,19104,12.25,0,0,0,8.25,0,0,0,3,0,0,0,02-28-2017,02-28-2017,,
1634,Active,Philadelphia,PA,19106,216.1166666667,0,0,0,103.8166666667,0,0,0,4.75,0,0,0,06-27-2017,06-27-2017,,
1635,Active,Philadelphia,PA,19145,0,0,0,0,0,0,0,0,0,0,0,0,08-23-2017,08-23-2017,,
1636,Active,Philadelphia,PA,19114,0,0,0,0,0,0,0,0,0,0,0,0,01-17-2017,01-17-2017,,
1637,Active,Philadelphia,PA,19115,522.5,0,0,0,197.6666666667,0,0,0,0,0,0,0,02-06-2015,02-06-2015,,01-29-2015
1638,Active,Voorhees,NJ,8043,0,0,0,0,0,0,0,0,0,0,0,0,12-03-2017,12-04-2017,,
1639,Active,Philadelphia,PA,19139,2,0,0,0,0,0,0,0,0,0,0,0,10-10-2017,10-10-2017,,
1640,Active,Philadelphia,PA,19145,31.25,0,2,2,21.25,0,1,1,0,0,0,0,04-22-2015,04-22-2015,,
1641,Active,Philadelphia,PA,19104,2,0,0,0,2,0,0,0,0,0,0,0,10-27-2017,10-27-2017,,
1642,Active,Cherry Hill,NJ,8034,9.25,2,0,2,9.25,0,0,0,1.25,0,0,0,04-14-2016,04-14-2016,,04-05-2016
1643,Active,Philadelphia,PA,19145,87.9166666667,0,0,0,59,0,0,0,0,0,0,0,11-08-2017,11-08-2017,,11-07-2017
1644,Active,Philadelphia,PA,19144,138.2666666667,0,0,0,2.5,0,0,0,0,0,0,0,10-09-2012,10-10-2012,,
1645,Active,Philadelphia,PA,19139,0,0,0,0,0,0,0,0,0,0,0,0,06-09-2017,06-09-2017,,
1646,Active,Philadelphia,PA,19143,2,0,0,0,0,0,0,0,0,0,0,0,05-11-2017,05-11-2017,,
1647,Active,Philadelphia,PA,19130,66.5,0,1,1,20.5,0,0,0,4.5,0,0,0,08-27-2015,09-01-2015,,
1648,Active,Philadelphia,PA,19115,105.5,0,0,0,43.5,0,0,0,1.75,0,0,0,05-31-2017,05-31-2017,,
1649,Active,,,,255.25,0,0,0,47.3333333333,0,0,0,4.5,0,0,0,07-15-2014,07-15-2014,,
1650,Active,Philadelphia,PA,19107,0,0,0,0,0,0,0,0,0,0,0,0,08-30-2017,08-30-2017,,
1651,Active,Philadelphia,PA,19125,45.5,0,0,0,11.5,0,0,0,0,0,0,0,12-15-2016,12-15-2016,,
1652,Active,Philadelphia,PA,19136,70.4,0,0,0,0,0,0,0,0,0,0,0,02-05-2013,02-11-2013,,02-02-2013
1653,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,11-14-2017,11-14-2017,,
1654,Active,Philadelphia,PA,19115,6,0,1,1,4,0,0,0,0,0,0,0,01-17-2017,01-17-2017,,
1655,Active,Philadelphia,PA,19123,0,0,1,1,0,0,0,0,0,0,0,0,11-21-2017,11-21-2017,,
1656,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,04-02-2017,04-02-2017,,
1657,Active,Philadelphia,PA,19103,0,1,0,1,0,0,0,0,0,0,0,0,08-09-2017,08-09-2017,,
1658,Active,Philadelphia,PA,19128,59.25,0,0,0,21.75,0,0,0,0,0,0,0,05-03-2017,05-03-2017,,
1659,Active,Philadelphia,PA,19130,0,0,0,0,0,0,0,0,0,0,0,0,10-25-2017,10-25-2017,,
1660,Active,Philadelphia,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,07-26-2017,07-26-2017,,
1661,Active,Philadelphia,PA,19145,68.75,0,0,0,54.25,0,0,0,8.75,0,0,0,04-11-2017,04-11-2017,,
1662,Active,Philadelphia,PA,19149,2,0,0,0,0,0,0,0,0,0,0,0,05-29-2015,05-29-2015,,
1663,Active,Philadelphia,PA,19107,28.75,0,3,3,8.75,0,0,0,0,0,0,0,05-10-2017,05-10-2017,,
1664,Active,Philadelphia,PA,19114,30,0,0,0,0,0,0,0,0,0,0,0,06-06-2017,06-06-2017,,
1665,Active,Philadelphia,PA,19103,0,0,0,0,0,0,0,0,0,0,0,0,03-02-2017,03-02-2017,,
1666,Active,Philadelphia,PA,19134,70.25,0,0,0,70.25,0,0,0,12,0,0,0,07-26-2017,07-26-2017,,
1667,Active,Philadelphia,PA,19104,233.5,0,0,0,22,0,0,0,0,0,0,0,10-25-2016,10-25-2016,,
1668,Active,,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,04-18-2017,04-18-2017,,04-09-2017
1669,Active,Huntingdon Valley,PA,19006,5.5,0,0,0,2,0,0,0,0,0,0,0,12-22-2016,12-22-2016,,
